YMD	HMS	T	R	El	Az	FI	LG
19980101	000000	0.000	  374910.2143 -23.595   85.093  -15.116  211.244
19980101	001000	0.167	  374974.1089 -22.112   87.061  -15.097  208.836
19980101	002000	0.333	  375033.3130 -20.627   89.008  -15.078  206.429
19980101	003000	0.500	  375087.6737 -19.140   90.936  -15.059  204.022
19980101	004000	0.667	  375137.0485 -17.654   92.848  -15.040  201.615
19980101	005000	0.833	  375181.3051 -16.170   94.748  -15.021  199.208
19980101	010000	1.000	  375220.3219 -14.689   96.638  -15.002  196.801
19980101	011000	1.167	  375253.9885 -13.214   98.521  -14.983  194.394
19980101	012000	1.333	  375282.2051 -11.747  100.399  -14.964  191.987
19980101	013000	1.500	  375304.8835 -10.287  102.274  -14.945  189.579
19980101	014000	1.667	  375321.9468  -8.838  104.150  -14.926  187.172
19980101	015000	1.833	  375333.3297  -7.400  106.029  -14.906  184.765
19980101	020000	2.000	  375338.9787  -5.976  107.912  -14.887  182.358
19980101	021000	2.167	  375338.8516  -4.567  109.802  -14.867  179.951
19980101	022000	2.333	  375332.9187  -3.174  111.701  -14.848  177.543
19980101	023000	2.500	  375321.1616  -1.799  113.611  -14.829  175.136
19980101	024000	2.667	  375303.5742  -0.445  115.534  -14.809  172.729
19980101	025000	2.833	  375280.1622   0.889  117.472  -14.789  170.322
19980101	030000	3.000	  375250.9433   2.199  119.426  -14.770  167.914
19980101	031000	3.167	  375215.9471   3.484  121.398  -14.750  165.507
19980101	032000	3.333	  375175.2150   4.743  123.391  -14.730  163.100
19980101	033000	3.500	  375128.8002   5.973  125.404  -14.711  160.693
19980101	034000	3.667	  375076.7678   7.172  127.440  -14.691  158.285
19980101	035000	3.833	  375019.1942   8.340  129.500  -14.671  155.878
19980101	040000	4.000	  374956.1675   9.473  131.585  -14.651  153.471
19980101	041000	4.167	  374887.7872  10.570  133.697  -14.631  151.063
19980101	042000	4.333	  374814.1636  11.630  135.835  -14.611  148.656
19980101	043000	4.500	  374735.4183  12.649  138.000  -14.591  146.248
19980101	044000	4.667	  374651.6835  13.626  140.194  -14.571  143.841
19980101	045000	4.833	  374563.1019  14.560  142.416  -14.551  141.434
19980101	050000	5.000	  374469.8266  15.448  144.666  -14.531  139.026
19980101	051000	5.167	  374372.0207  16.288  146.945  -14.511  136.619
19980101	052000	5.333	  374269.8568  17.079  149.251  -14.491  134.211
19980101	053000	5.500	  374163.5171  17.819  151.585  -14.470  131.804
19980101	054000	5.667	  374053.1928  18.505  153.944  -14.450  129.396
19980101	055000	5.833	  373939.0838  19.136  156.329  -14.430  126.989
19980101	060000	6.000	  373821.3985  19.711  158.737  -14.409  124.581
19980101	061000	6.167	  373700.3530  20.229  161.168  -14.389  122.174
19980101	062000	6.333	  373576.1712  20.687  163.618  -14.368  119.766
19980101	063000	6.500	  373449.0841  21.084  166.086  -14.348  117.359
19980101	064000	6.667	  373319.3292  21.420  168.569  -14.327  114.951
19980101	065000	6.833	  373187.1505  21.694  171.066  -14.307  112.544
19980101	070000	7.000	  373052.7976  21.905  173.572  -14.286  110.136
19980101	071000	7.167	  372916.5254  22.052  176.085  -14.265  107.729
19980101	072000	7.333	  372778.5937  22.135  178.603  -14.245  105.321
19980101	073000	7.500	  372639.2664  22.154  181.122  -14.224  102.913
19980101	074000	7.667	  372498.8112  22.109  183.639  -14.203  100.506
19980101	075000	7.833	  372357.4989  22.000  186.150  -14.182   98.098
